"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivityTitle","BudgetLineItem","LineNumber","LineNumber","SAG","IncludeInTOA","Classified","FiscalYear","OriginType","Var.16","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"146",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Civilian Education and Training","470","470","3C4L","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"147",2017,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","480","480","3C5L","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"148",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","490","490","4A1M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"149",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","External Relations","500","500","4A2M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"150",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Civilian Manpower and Personnel Management","510","510","4A3M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"151",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","520","520","4A4M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"152",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Other Personnel Support","530","530","4A5M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"153",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","540","540","4A6M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"154",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Spectrum Relocation Pre-Auction","550","550","4A6S","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"155",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Medical Activities","560","560","4A8M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"156",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Servicewide Transportation","570","570","4B1N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"157",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Environmental Programs","580","580","4B2E","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"158",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Planning, Engineering and Design","590","590","4B2N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"159",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","600","600","4B3N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"160",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Hull, Mechanical and Electrical Support","610","610","4B5N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"161",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Combat/Weapons Systems","620","620","4B6N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"162",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Space and Electronic Warfare Systems","630","630","4B7N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"163",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","Naval Investigative Service","640","640","4C1P","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"164",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","International Headquarters and Agencies","700","700","4D1Q","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"165",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","710","710","4EMM","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"166",2017,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Judgement Fund","720","720","4EPJ","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"167",2017,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"168",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Operational Forces","010","010","1A1A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"169",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Field Logistics","020","020","1A2A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"170",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","030","030","1A3A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"171",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","Maritime Prepositioning","040","040","1B1B","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"172",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration & Modernization","050","050","BSM1","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"173",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","Base Operating Support","060","060","BSS1","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"174",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Recruit Training","070","070","3A1C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"175",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","Officer Acquisition","080","080","3A2C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"176",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Specialized Skill Training","090","090","3B1D","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"177",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Professional Development Education","100","100","3B3D","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"178",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","Training Support","110","110","3B4D","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"179",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Recruiting and Advertising","120","120","3C1F","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"180",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Off-Duty and Voluntary Education","130","130","3C2F","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"181",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","Junior ROTC","140","140","3C3F","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"182",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","150","150","4A3G","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"183",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","160","160","4A4G","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"184",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Acquisition and Program Management","180","180","4B3N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"185",2017,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","190","190","4EMM","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"186",2017,"1106N","Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","Classified Programs","","","9999","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"187",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Mission and Other Flight Operations","010","010","1A1A","Y","U",NA,"",1,NA,NA,NA,NA,NA
"188",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Intermediate Maintenance","020","020","1A3A","Y","U",NA,"",1,NA,NA,NA,NA,NA
"189",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Maintenance","030","030","1A5A","Y","U",NA,"",1,NA,NA,NA,NA,NA
"190",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aircraft Depot Operations Support","040","040","1A6A","Y","U",NA,"",1,NA,NA,NA,NA,NA
"191",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","Aviation Logistics","050","050","1A9A","Y","U",NA,"",1,NA,NA,NA,NA,NA
"192",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Mission and Other Ship Operations","060","060","1B1B","Y","U",NA,"",2,NA,NA,NA,NA,NA
"193",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Operations Support & Training","070","070","1B2B","Y","U",NA,"",2,NA,NA,NA,NA,NA
"194",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","Ship Depot Maintenance","080","080","1B4B","Y","U",NA,"",2,NA,NA,NA,NA,NA
"195",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Communications","090","090","1C1C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"196",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","Combat Support Forces","100","100","1C6C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"197",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","Weapons Maintenance","110","110","1D4D","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"198",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Enterprise Information","120","120","BSIT","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"199",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","130","130","BSMR","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"200",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","Base Operating Support","140","140","BSSR","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"201",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","150","150","4A1M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"202",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Military Manpower and Personnel Management","160","160","4A4M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"203",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Communications","170","170","4A6M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"204",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","Acquisition and Program Management","180","180","4B3N","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"205",2017,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustments","190","190","4EMM","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"206",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Operating Forces","010","010","1A1A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"207",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","Depot Maintenance","020","020","1A3A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"208",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Sustainment, Restoration and Modernization","030","030","BSM1","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"209",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","Base Operating Support","040","040","BSS1","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"210",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Servicewide Transportation","050","050","4A3G","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"211",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Administration","060","060","4A4G","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"212",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","Recruiting and Advertising","070","070","4A6G","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"213",2017,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","Cancelled Account Adjustment","080","080","4EMM","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"214",2017,"0513N","Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","Ship Modernization, Operations & Sustainment Fund","010","010","041","Y","U",NA,"",43,NA,NA,NA,NA,NA
"215",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Primary Combat Forces","010","010","011A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"216",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Combat Enhancement Forces","020","020","011C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"217",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Air Operations Training (OJT, Maintain Skills)","030","030","011D","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"218",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Depot Maintenance","040","040","011M","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"219",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Facilities Sustainment, Restoration & Modernization","050","050","011R","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"220",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","Base Support","060","060","011Z","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"221",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Global C3I and Early Warning","070","070","012A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"222",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Combat Related Operations","Other Combat Ops Spt Programs","080","080","012C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"223",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","Launch Facilities","100","100","013A","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"224",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Space Operations","Space Control Systems","110","110","013C","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"225",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","Combatant Commanders Direct Mission Support","120","120","015A","Y","U",NA,"",20,NA,NA,NA,NA,NA
"226",2017,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","COCOM","Combatant Commanders Core Operations","130","130","015B","Y","U",NA,"",20,NA,NA,NA,NA,NA
"227",2017,"3400F","Operation & Maintenance, Air Force","","01","Operating Forces","","Classified Programs","","","9999","Y","U",NA,"",NA,NA,NA,NA,NA,NA
"228",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Airlift Operations","140","140","021A","Y","U",NA,"",21,NA,NA,NA,NA,NA
"229",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Mobilization Preparedness","150","150","021D","Y","U",NA,"",21,NA,NA,NA,NA,NA
"230",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Depot Maintenance","160","160","021M","Y","U",NA,"",21,NA,NA,NA,NA,NA
"231",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Facilities Sustainment, Restoration & Modernization","170","170","021R","Y","U",NA,"",21,NA,NA,NA,NA,NA
"232",2017,"3400F","Operation & Maintenance, Air Force","AF","02","Mobilization","Mobility Operations","Base Support","180","180","021Z","Y","U",NA,"",21,NA,NA,NA,NA,NA
"233",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Officer Acquisition","190","190","031A","Y","U",NA,"",31,NA,NA,NA,NA,NA
"234",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Recruit Training","200","200","031B","Y","U",NA,"",31,NA,NA,NA,NA,NA
"235",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Reserve Officers Training Corps (ROTC)","210","210","031D","Y","U",NA,"",31,NA,NA,NA,NA,NA
"236",2017,"3400F","Operation & Maintenance, Air Force","AF","03","Training and Recruiting","Accession Training","Facilities Sustainment, Restoration & Modernization","220","220","031R","Y","U",NA,"",31,NA,NA,NA,NA,NA
